,Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2023,1106714.576,55204.80666,261011.8194,66151.76,52750.72,12171.68,8158.48,187009.2272,320455.7472,47264.32,385626.864,31201.36,38790.88,46898.56,32867.6,416764.7149,30754.32,18216.88,16794.48,50850.8,48209.2,1063778.959,43169.84,62697.36,45405.04,54366.16,15808.96,15270.48,57017.92,38191.44,37937.44,43474.64,34615.12,43230.8,51287.68,35092.64,6431.28,29260.8,45405.04,270038.2249,737277.672,47640.24,16032.48,33812.48,43657.52,25450.8,41849.04,51135.28
2/5/2023,37439.6,2497465.453,37703.76,1484862.25,52750.72,12171.68,8158.48,41930.32,39857.68,47264.32,39349.68,31201.36,38790.88,46898.56,32867.6,377062.8588,30754.32,18216.88,16794.48,50850.8,48209.2,35986.72,43169.84,62697.36,45405.04,2956431.781,15808.96,15270.48,348287.5213,38191.44,37937.44,43474.64,34615.12,356576.2846,51287.68,35092.64,6431.28,29260.8,45405.04,33568.64,1186423.84,47640.24,16032.48,33812.48,43657.52,25450.8,41849.04,51135.28
2/6/2023,1386313.509,55204.80666,1171746.142,66151.76,52750.72,12171.68,8158.48,41930.32,39857.68,47264.32,590245.2,284556.4032,38790.88,46898.56,331206.8052,1222596.394,30754.32,18216.88,16794.48,50850.8,48209.2,1236143.112,587412.0129,62697.36,45405.04,54366.16,15808.96,15270.48,57017.92,38191.44,37937.44,43474.64,34615.12,43230.8,51287.68,35092.64,6431.28,29260.8,45405.04,753490.4213,2152511.824,47640.24,16032.48,33812.48,43657.52,25450.8,41849.04,51135.28
2/7/2023,386825.9472,55204.80666,37703.76,66151.76,291500.4787,12171.68,8158.48,600022.8792,894804.916,47264.32,39349.68,31201.36,38790.88,377064.4224,32867.6,341140.35,30754.32,18216.88,16794.48,50850.8,48209.2,35986.72,43169.84,62697.36,101530.2099,54366.16,15808.96,15270.48,57017.92,38191.44,312917.1253,43474.64,34615.12,43230.8,51287.68,35092.64,6431.28,594226.2752,45405.04,33568.64,788124.408,47640.24,16032.48,33812.48,43657.52,25450.8,41849.04,51135.28
2/8/2023,406668.9352,55204.80666,567041.9281,66151.76,52750.72,12171.68,8158.48,646565.5344,1270264.262,47264.32,39349.68,31201.36,38790.88,46898.56,32867.6,37419.28,30754.32,18216.88,16794.48,50850.8,48209.2,35986.72,43169.84,62697.36,45405.04,54366.16,15808.96,15270.48,57017.92,38191.44,37937.44,43474.64,34615.12,532192.7634,51287.68,35092.64,6431.28,223892.1187,45405.04,33568.64,84744.56,47640.24,16032.48,33812.48,43657.52,25450.8,41849.04,51135.28
2/9/2023,36850,54335.43963,37110,931405.061,51920,11980,8030,315715.5,292655.8,283772,38730,30710,38180,46160,32350,311482.359,30270,17930,16530,50050,47450,35420,42490,61710,44690,53510,15560,15030,56120,37590,37340,42790,34070,42550,50480,34540,6330,189639.023,44690,33040,1050966,46890,15780,33280,42970,25050,41190,50330
2/10/2023,36850,54335.43963,37110,1055569.831,820907.12,11980,8030,395366.6,39230,358204,38730,30710,38180,1145229.6,32350,36830,30270,17930,16530,50050,47450,35420,42490,61710,523293.086,53510,15560,15030,56120,37590,37340,42790,34070,42550,50480,34540,6330,28800,44690,33040,83410,46890,15780,33280,42970,25050,41190,50330
2/11/2023,36223.55,551743.2448,36479.13,465814.7801,51037.36,11776.34,7893.49,40568.41,38563.09,45729.16,38071.59,30187.93,37530.94,434695.1824,31800.05,36203.89,29755.41,17625.19,16248.99,49199.15,46643.35,34817.86,41767.67,60660.93,597746.0048,52600.33,15295.48,14774.49,55165.96,354163.9622,36705.22,42062.57,33490.81,41826.65,49621.84,33952.82,6222.39,28310.4,43930.27,32478.32,81992.03,46092.87,15511.74,32714.24,42239.51,24624.15,40489.77,49474.39
2/12/2023,36223.55,641474.9632,36479.13,64003.13,51037.36,11776.34,7893.49,40568.41,38563.09,45729.16,270308.289,30187.93,37530.94,45375.28,31800.05,36203.89,29755.41,17625.19,16248.99,49199.15,46643.35,34817.86,289157.5794,60660.93,43930.27,52600.33,15295.48,14774.49,55165.96,36950.97,36705.22,42062.57,33490.81,275415.9423,49621.84,33952.82,6222.39,28310.4,43930.27,32478.32,869115.518,46092.87,15511.74,32714.24,42239.51,24624.15,40489.77,49474.39
2/13/2023,330250.1054,53411.73716,36479.13,390956.7193,51037.36,11776.34,7893.49,40568.41,38563.09,45729.16,338837.151,268370.6977,262716.58,291309.2976,31800.05,298616.9255,29755.41,17625.19,16248.99,49199.15,46643.35,253405.0814,362209.2342,60660.93,410651.3779,52600.33,15295.48,14774.49,55165.96,36950.97,36705.22,42062.57,33490.81,41826.65,49621.84,33952.82,6222.39,28310.4,43930.27,32478.32,1008501.969,46092.87,15511.74,32714.24,42239.51,24624.15,40489.77,49474.39
2/14/2023,1097899.577,53411.73716,340999.6114,64003.13,51037.36,11776.34,7893.49,379314.6335,1358192.03,45729.16,277922.607,30187.93,37530.94,45375.28,31800.05,517900.2668,29755.41,17625.19,16248.99,49199.15,46643.35,564470.9763,41767.67,60660.93,43930.27,52600.33,15295.48,14774.49,55165.96,36950.97,280853.8889,42062.57,33490.81,411055.5855,49621.84,33952.82,6222.39,651567.6128,43930.27,198390.2451,2139991.983,46092.87,15511.74,32714.24,42239.51,24624.15,40489.77,49474.39
2/15/2023,347202.7268,53411.73716,460457.8184,64003.13,51037.36,11776.34,7893.49,463291.2422,398356.7197,45729.16,392137.377,249050.4225,37530.94,45375.28,31800.05,480440.1019,29755.41,17625.19,16248.99,49199.15,46643.35,578776.9386,335979.1375,60660.93,43930.27,52600.33,15295.48,14774.49,55165.96,297248.3831,36705.22,42062.57,33490.81,371897.4758,49621.84,33952.82,6222.39,227739.1767,43930.27,32478.32,1705434.224,46092.87,15511.74,32714.24,42239.51,24624.15,40489.77,49474.39
2/16/2023,298771.8404,53411.73716,36479.13,64003.13,51037.36,11776.34,7893.49,440572.9326,440390.4878,45729.16,38071.59,30187.93,37530.94,699686.8176,31800.05,36203.89,29755.41,17625.19,16248.99,49199.15,46643.35,34817.86,41767.67,60660.93,43930.27,52600.33,15295.48,14774.49,55165.96,36950.97,36705.22,42062.57,33490.81,41826.65,49621.84,33952.82,6222.39,222110.0359,43930.27,32478.32,81992.03,46092.87,15511.74,32714.24,42239.51,24624.15,40489.77,49474.39
2/17/2023,35007.5,51618.66765,35254.5,61854.5,49324,11381,7628.5,39206.5,37268.5,1153463.4,231799.05,29174.5,36271,319242.56,30732.5,34988.5,28756.5,17033.5,15703.5,47547.5,45077.5,33649,40365.5,3121871.874,42455.5,50834.5,14782,14278.5,53314,35710.5,35473,40650.5,32366.5,127609.7903,47956,32813,6013.5,27360,42455.5,31388,79239.5,44545.5,14991,31616,40821.5,23797.5,39130.5,47813.5
2/18/2023,35007.5,51618.66765,382948.4808,61854.5,49324,11381,7628.5,39206.5,37268.5,44194,301706.7,29174.5,36271,43852,30732.5,34988.5,28756.5,17033.5,15703.5,47547.5,45077.5,33649,40365.5,58624.5,42455.5,50834.5,14782,14278.5,53314,35710.5,35473,40650.5,32366.5,333412.8645,47956,32813,6013.5,27360,42455.5,31388,689383.65,44545.5,14991,31616,40821.5,23797.5,39130.5,47813.5
2/19/2023,567541.59,51618.66765,337903.8062,61854.5,49324,11381,7628.5,39206.5,257898.02,44194,36793.5,29174.5,36271,43852,187714.11,399568.67,28756.5,17033.5,15703.5,47547.5,45077.5,457851.5118,240457.2835,58624.5,42455.5,50834.5,14782,14278.5,53314,280166.7278,35473,40650.5,32366.5,266170.0358,47956,32813,6013.5,27360,42455.5,300844.5636,1022189.55,44545.5,14991,31616,40821.5,23797.5,39130.5,47813.5
2/20/2023,35007.5,51618.66765,220805.9844,61854.5,252884.148,11381,7628.5,315220.26,37268.5,44194,36793.5,29174.5,36271,327135.92,30732.5,441642.3413,28756.5,17033.5,15703.5,47547.5,45077.5,33649,40365.5,1821932.211,106499.6218,50834.5,14782,14278.5,53314,35710.5,35473,236185.531,32366.5,40422.5,47956,32813,6013.5,27360,42455.5,31388,1347071.5,44545.5,14991,31616,40821.5,23797.5,39130.5,299465.5132
2/21/2023,2006419.855,1380283.173,4583962.837,1165276.926,49324,11381,7628.5,39206.5,667851.52,44194,824174.4,29174.5,36271,1143660.16,1619479.82,2500180.242,28756.5,17033.5,15703.5,47547.5,45077.5,1990302.682,2794947.586,58624.5,741965.0547,1502667.82,14782,14278.5,53314,35710.5,35473,40650.5,32366.5,1828584.548,47956,32813,6013.5,27360,42455.5,1956662.633,2345489.2,44545.5,14991,31616,40821.5,23797.5,39130.5,47813.5
2/22/2023,1143800.048,51618.66765,966752.4245,61854.5,49324,11381,7628.5,1249511.155,1772489.86,44194,301706.7,29174.5,36271,43852,397740.015,1172146.24,28756.5,17033.5,15703.5,47547.5,45077.5,588058.3363,417056.346,58624.5,42455.5,50834.5,14782,14278.5,53314,35710.5,925250.2865,40650.5,32366.5,578247.9048,47956,32813,6013.5,893929.9503,42455.5,653580.0827,3240895.55,44545.5,14991,610821.12,40821.5,228091.9911,39130.5,47813.5
2/23/2023,220795.1031,50694.96517,34623.63,2817675.547,48441.36,11177.34,7491.99,38504.91,287322.4815,43403.16,36135.09,28652.43,35621.94,43067.28,30182.55,276424.8101,4823718.228,16728.69,15422.49,46696.65,44270.85,33046.86,39643.17,57575.43,41695.77,49924.83,14517.48,14022.99,52359.96,35071.47,34838.22,39923.07,31787.31,39699.15,2507959.98,32225.82,5905.89,221633.5188,41695.77,30826.32,824908.218,43748.37,14722.74,31050.24,40091.01,23371.65,38430.27,46957.89
2/24/2023,433957.6131,50694.96517,777172.3861,513760.9312,48441.36,11177.34,7491.99,360020.9085,407741.7126,43403.16,36135.09,28652.43,35621.94,43067.28,30182.55,2429788.651,28241.91,16728.69,15422.49,46696.65,446104.0742,688121.8775,39643.17,57575.43,41695.77,1403886.22,14517.48,14022.99,390735.0496,35071.47,34838.22,571104.6185,31787.31,303762.0161,47097.84,32225.82,5905.89,26870.4,41695.77,30826.32,4599252.423,43748.37,14722.74,31050.24,40091.01,23371.65,38430.27,46957.89
2/25/2023,423230.7255,564741.912,34623.63,60747.63,399544.3373,11177.34,7491.99,302263.5435,510592.1805,43403.16,36135.09,28652.43,35621.94,543509.0736,30182.55,1067904.048,28241.91,16728.69,15422.49,46696.65,44270.85,497005.2768,39643.17,57575.43,399641.4467,49924.83,14517.48,14022.99,390735.0496,35071.47,34838.22,39923.07,31787.31,39699.15,47097.84,32225.82,5905.89,356580.1635,41695.77,30826.32,1836588.108,43748.37,14722.74,31050.24,40091.01,23371.65,38430.27,309203.6183
2/26/2023,33754.6,49771.2627,6798552,59640.76,47558.72,10973.68,7355.48,431713.9144,1585438.082,42612.32,720176.604,250078.9004,34972.88,42282.56,1663070.41,2734487.428,27727.32,16423.88,15141.48,45845.8,43464.2,3719099.644,2810551.698,56526.36,40936.04,49015.16,14252.96,13767.48,51405.92,34432.44,34203.44,39195.64,280873.08,3364652.194,46239.68,31638.64,5798.28,308903.7511,40936.04,2505165.563,8946856.876,42951.24,14454.48,30484.48,39360.52,22945.8,37730.04,46102.28
2/27/2023,837451.626,49771.2627,474249.9911,59640.76,47558.72,10973.68,7355.48,937900.3692,2263884.84,42612.32,521507.196,382854.1996,34972.88,42282.56,699270.0948,702477.0639,27727.32,16423.88,15141.48,45845.8,43464.2,441465.2472,479115.5404,56526.36,40936.04,49015.16,14252.96,13767.48,51405.92,34432.44,2247125.696,39195.64,31208.12,491972.0355,46239.68,31638.64,5798.28,1865404.257,40936.04,1178175.197,1894808.288,42951.24,14454.48,481959.6288,39360.52,22945.8,37730.04,46102.28
2/28/2023,1934611.144,1843029.858,4961175.336,59640.76,47558.72,10973.68,7355.48,501650.0564,1585438.082,42612.32,3260306.892,2096274.427,2238264.32,1489191.763,6257693.938,1759185.068,27727.32,16423.88,15141.48,368783.6152,43464.2,2109310.737,6580151.815,56526.36,990508.8919,683761.482,14252.96,13767.48,51405.92,34432.44,730255.0595,39195.64,1778862.84,1990155.017,46239.68,31638.64,5798.28,396751.7359,40936.04,3694840.113,3858379.78,3350196.72,14454.48,971540.3776,39360.52,661519.6859,37730.04,46102.28
6/15/2023,140238.2025,1657774.263,834975,2374865.113,351371.196,5391,3613.5,161014.905,165060.225,20934,237027.6,153949.23,755964,1129581.36,254406.87,255573.3141,13621.5,69970.032,7438.5,22522.5,516655.7663,145311.7189,1061895.209,27769.5,980670.4331,2014250.175,7002,6763.5,710068.3848,183742.9272,125392.0128,289591.4093,321961.5,1218950.912,22716,15543,2848.5,112384.247,451405.4373,146117.0542,2627415,21100.5,7101,129841.92,19336.5,119420.0376,18535.5,22648.5
6/16/2023,199089.495,562860.8191,291845.4719,1031943.04,360296.244,5391,3613.5,217472.265,191717.01,322383.6,193456.35,13819.5,292077,808653.96,14557.5,328254.741,13621.5,8068.5,7438.5,22522.5,321128.7885,340303.0693,579523.2345,350506.629,229661.91,24079.5,7002,6763.5,1493747.356,16915.5,16803,249211.6168,15331.5,1097427.474,192177.36,15543,2848.5,12960,260277.3348,14868,2544839.1,21100.5,7101,14976,19336.5,11272.5,265152.1811,278814.3593
6/17/2023,16582.5,2892547.129,1063108.539,3429858.069,23364,5391,3613.5,206886.51,191717.01,20934,967281.75,253864.215,859050,421879.32,303130.8225,345103.3611,13621.5,8068.5,7438.5,393603.21,231939.396,348927.6622,966120.624,377859.5865,302449.8537,2939625.36,7002,6763.5,25254,16915.5,142107.7296,336513.9454,15331.5,726971.2178,2523066.12,15543,2848.5,127365.9293,317974.9244,266422.2196,2826347.85,569713.5,7101,14976,163534.2527,11272.5,367114.113,349253.4591
6/18/2023,214610.715,3721678.77,16699.5,2476757.054,1617746.724,5391,3613.5,173643.525,252621.585,278422.2,282341.7,253864.215,601335,1468788.12,241989.3225,465998.7569,13621.5,124424.3385,7438.5,558783.225,283356.216,685825.5235,486406.3995,27769.5,1928317.414,1851954.345,7002,6763.5,1478141.773,170452.4189,105240.5042,1025394.935,337293,1488149.444,22716,191341.5109,2848.5,83228.22965,1026868.883,212688.6728,3074075.55,527512.5,7101,87010.56,19336.5,266013.2638,258598.0283,669496.4546
6/19/2023,143803.44,2271737.563,457935.359,957299.6336,2216869.776,5391,3613.5,169372.08,201602.97,163285.2,224827.65,103093.47,996498,2787394.68,108628.065,362817.1179,13621.5,8068.5,7438.5,238603.365,752045.7263,15939,1018204.866,27769.5,3697979.072,1062387.54,7002,6763.5,2956283.521,150402.4767,16803,1333268.693,229972.5,1168805.525,22716,181999.4467,2848.5,12960,2305242.7,14868,2740018.5,21100.5,7101,14976,19336.5,161254.5531,349190.2845,1519564.87
6/20/2023,243232.11,1052124.285,457935.359,429756.2762,1168200,5391,3613.5,252758.115,228436.29,20934,261427.5,388604.34,618516,3161706.12,260855.8425,629244.4172,13621.5,8068.5,7438.5,284278.995,21352.5,15939,886866.1515,27769.5,1829671.389,353246.265,7002,6763.5,1659158.026,170452.4189,16803,421530.6441,183978,2126779.841,22716,125033.5574,2848.5,12960,579778.9418,259836.885,2518564.95,21100.5,7101,14976,19336.5,90680.09883,245973.4992,1104433.719
6/21/2023,143803.44,1401283.82,251150.4603,1112411.187,579660.84,5391,3613.5,206886.51,145641.375,148631.4,345084.3,192782.025,1013679,1423297.44,14557.5,661542.854,13621.5,8068.5,7438.5,244639.395,290537.0618,152770.5333,909351.8595,27769.5,1116872.816,335909.025,7002,6763.5,1387872.991,174772.6376,16803,237044.101,15331.5,19147.5,22716,15543,2848.5,12960,474576.1581,102926.4062,3310542.9,232105.5,7101,14976,19336.5,11272.5,252206.9879,405843.0012
6/22/2023,117702.585,1492485.856,306824.9234,1169510.052,1617746.724,5391,3613.5,228615.165,173533.905,293076,256198.95,105719.175,292077,1683570.6,126242.64,320140.3554,13621.5,8068.5,7438.5,22522.5,209843.829,15939,317840.0715,930306.0195,486603.7133,937414.935,7002,6763.5,2925398.434,166238.7678,301095.7732,19255.5,15331.5,1670391.52,22716,15543,2848.5,12960,20110.5,108209.6014,3044047.95,274306.5,7101,14976,19336.5,11272.5,196363.2335,495807.3729
6/23/2023,162972.81,472392.3121,861700.8798,1511865.92,690639.84,5391,3613.5,358801.38,308583.18,138164.4,465340.95,174402.09,893412,2331657,213529.41,645191.4389,13621.5,8068.5,7438.5,22522.5,313192.0643,376135.3758,1204515.018,450199.134,1437040.021,643885.83,7002,6763.5,218993.1925,16915.5,122292.6373,243051.7304,15331.5,19147.5,22716,15543,2848.5,124217.7625,537840.7967,218079.0662,2390947.65,21100.5,7101,14976,19336.5,11272.5,182159.4798,22648.5
6/24/2023,231359.04,798812.4657,1074332.273,1428763.748,369408.204,5391,3613.5,206886.51,191717.01,20934,1009110.15,1008408.915,292077,555443.28,566708.9175,695500.2981,13621.5,8068.5,7438.5,285720.435,194664.3368,796950,1107459.36,317127.69,20110.5,371305.89,7002,6763.5,281271.8546,16915.5,100102.2376,19255.5,183978,5192537.765,1343651.4,15543,2848.5,112384.247,20110.5,378219.7667,2627415,189904.5,7101,14976,1119960.528,110781.8239,182159.4798,22648.5
6/25/2023,312397.7175,1657774.263,210789.4388,11375727.18,1192989.204,5391,27649.0566,165100.635,358542.585,20934,148142.25,13819.5,17181,987916.32,108628.065,255573.3141,13621.5,71737.0335,7438.5,22522.5,21352.5,258404.8213,19120.5,240817.104,486603.7133,891663.885,7002,46821.55971,2203111.053,174772.6376,246460.9598,154898.2606,229972.5,988018.659,22716,164661.4011,2848.5,159543.5875,157777.4908,218079.0662,2740018.5,21100.5,7101,225239.04,19336.5,169531.7785,18535.5,758745.1337
6/26/2023,16582.5,1401283.82,16699.5,487045.5885,1311257.772,5391,3613.5,191843.595,286163.235,20934,17428.5,13819.5,17181,1153676.88,14557.5,198984.7557,13621.5,8068.5,7438.5,22522.5,346168.8653,216877.0319,19120.5,439063.5645,1105204.704,465215.94,7002,6763.5,1842885.522,111383.4929,16803,411111.4642,107320.5,1132553.563,22716,113122.327,2848.5,137297.2887,2187315.108,14868,2150726.85,379809,7101,14976,19336.5,68856.78908,196363.2335,1244684.555
6/27/2023,16582.5,2045321.786,937227.7085,1845754.232,1471838.544,5391,3613.5,177914.97,165060.225,221900.4,749425.5,13819.5,893412,1071835.2,14557.5,411183.563,13621.5,8068.5,7438.5,226959.2325,305449.6478,15939,1380729.546,27769.5,1240550.38,1309443.21,7002,6763.5,1387872.991,16915.5,16803,262003.6925,15331.5,1097427.474,22716,15543,2848.5,12960,20110.5,14868,2105685.45,168804,7101,14976,19336.5,11272.5,285828.5313,22648.5
6/28/2023,204130.575,1162887.079,1074332.273,1292652.921,1325112.624,5391,3613.5,18571.5,141934.14,215620.2,1397765.7,907941.15,687240,1631432.88,500050.125,328254.741,13621.5,8068.5,7438.5,493040.0475,647183.5988,340303.0693,1633368.713,27769.5,524546.1936,1282233.375,7002,6763.5,765435.9867,16915.5,16803,231184.9663,367956,2194854.948,22716,15543,2848.5,12960,241450.2487,342188.9528,2709990.9,21100.5,7101,14976,19336.5,145892.7554,576040.7084,376486.0155
6/29/2023,555530.3325,438160.9852,666572.2322,525023.6004,498821.4,5391,41266.17,301044.015,293401.17,238647.6,528083.55,524726.415,584154,916460.64,430319.7,411183.563,13621.5,141005.106,7438.5,221351.13,21352.5,739302.7811,1352029.676,377859.5865,763533.3425,24079.5,7002,61661.07099,1303116.855,158122.7109,212095.1534,19255.5,275967,803517.1785,145836.72,173113.5011,2848.5,163587.0492,161776.1923,350861.4572,2150726.85,21100.5,7101,225239.04,151705.0522,149590.2515,18535.5,258645.87
6/30/2023,180119.115,1657774.263,16699.5,2277165.93,474476.112,5391,3613.5,135200.52,165060.225,20934,249227.55,13819.5,377982,829218.24,14557.5,16573.5,13621.5,8068.5,7438.5,22522.5,243845.55,173136.1124,223881.9345,207216.009,486603.7133,2014250.175,7002,6763.5,1712264.839,16915.5,16803,19255.5,15331.5,726971.2178,22716,15543,2848.5,12960,273637.4157,113764.1375,803238.3,316507.5,7101,14976,19336.5,11272.5,258598.0283,239935.9442
7/1/2023,16582.5,1640414.09,545621.0936,2183486.639,23364,5391,3613.5,18571.5,17653.5,194686.2,243999,88721.19,687240,1049609.16,14557.5,16573.5,13621.5,8068.5,7438.5,314233.92,433624.4348,15939,782544.7035,217879.497,418752.8973,1775622.33,7002,6763.5,1142409.794,16915.5,16803,19255.5,15331.5,967482.9653,207169.92,15543,2848.5,12960,253843.9316,485780.3798,37534.5,21100.5,7101,14976,144298.2058,11272.5,18535.5,22648.5
7/2/2023,16582.5,1940671.73,889283.444,1807389.467,241396.848,5391,3613.5,18571.5,17653.5,182125.8,1488393.9,388604.34,515430,328405.32,430319.7,16573.5,13621.5,8068.5,7438.5,250855.605,402259.7475,15939,986617.8,1767834.14,20110.5,1598638.005,7002,6763.5,1201049.885,16915.5,16803,541408.1701,15331.5,398700.7335,217619.28,15543,2848.5,12960,537840.7967,235083.7465,2195768.25,21100.5,7101,14976,180753.6187,11272.5,265152.1811,22648.5
7/3/2023,16582.5,1841400.881,185994.0212,1593377.129,23364,5391,3613.5,18571.5,17653.5,347504.4,158599.35,462953.25,188991,20772,361171.575,282483.7061,13621.5,8068.5,7438.5,195315.12,21352.5,15939,19120.5,368501.265,20110.5,24079.5,7002,6763.5,487816.7444,16915.5,161051.7796,19255.5,15331.5,154030.149,279633.96,15543,2848.5,12960,20110.5,178507.8842,638086.5,21100.5,7101,158595.84,19336.5,153381.4559,18535.5,22648.5
7/4/2023,16582.5,1261668.908,16699.5,764224.7184,247518.216,5391,3613.5,18571.5,17653.5,263768.4,17428.5,13819.5,206172,243240.12,193178.025,16573.5,13621.5,8068.5,7438.5,22522.5,354942.6075,15939,19120.5,27769.5,20110.5,24079.5,7002,73467.96414,25254,174772.6376,178009.7487,328196.1643,153315,19147.5,192177.36,168834.5692,2848.5,12960,20110.5,14868,37534.5,21100.5,7101,198731.52,137252.9714,135339.6449,18535.5,22648.5
7/5/2023,155013.21,1025961.771,424810.2308,525023.6004,23364,5391,3613.5,18571.5,17653.5,148631.4,1413451.35,266992.74,1838367,939725.28,179202.825,16573.5,13621.5,8068.5,7438.5,22522.5,1198368.493,15939,1323922.541,27769.5,744659.6382,24079.5,7002,6763.5,1417332.818,16915.5,149402.1455,19255.5,15331.5,19147.5,182636.64,15543,2848.5,12960,253843.9316,153617.2168,37534.5,21100.5,7101,14976,159492.0928,11272.5,18535.5,22648.5
7/6/2023,432521.3475,1657774.263,200497.5369,1140603.165,150043.608,5391,3613.5,138543.39,437983.335,424960.2,1132852.5,956862.18,773145,184663.08,791665.965,255573.3141,13621.5,8068.5,7438.5,633265.1325,402259.7475,191366.503,909351.8595,317127.69,20110.5,24079.5,7002,6763.5,463999.5707,16915.5,308726.7229,19255.5,536602.5,803517.1785,223298.28,15543,2848.5,127365.9293,20110.5,418044.5968,803238.3,21100.5,7101,188997.12,115195.3231,11272.5,576040.7084,22648.5
7/7/2023,482827.9357,568441.0688,17293.26,681049.0243,467345.2115,5582.68,3741.98,154623.8328,514066.7816,359860.112,18048.18,171873.4286,427005.12,560995.4048,403168.4744,17162.78,14105.82,142409.0967,7702.98,223553.8305,240186.1301,170538.2544,503700.8493,297115.8775,647209.8845,233148.421,7250.96,7003.98,2234023.163,291184.0936,787139.9841,836779.9213,142889.58,19828.3,362735.1456,267557.6579,2949.78,191986.2592,402274.7712,466664.3061,38869.06,262208.88,7353.48,257750.9376,182553.7841,194045.1457,174990.8628,23453.78
7/8/2023,191262.8498,442599.1039,930624.6816,600938.9956,276303.7024,5582.68,3741.98,19231.82,219556.9718,201608.376,1001673.99,412582.0938,587132.04,1145437.32,15075.1,17162.78,14105.82,8355.38,7702.98,450512.8628,562488.4805,146758.9588,965543.7798,381603.5322,363953.3847,24935.66,7250.96,7003.98,735315.2607,17516.94,17400.44,285246.251,158766.2,1101200.331,184660.888,16095.64,2949.78,13420.8,20825.54,15396.64,38869.06,21850.74,7353.48,15508.48,161080.5256,11673.3,476210.779,23453.78
7/9/2023,17172.1,420823.6331,1148141.035,412844.4224,194622.3277,5582.68,3741.98,19231.82,18281.18,197272.712,859093.368,631395.1432,320253.84,323518.8224,1088603.121,885606.3131,14105.82,8355.38,7702.98,247087.0402,406264.8976,16505.72,570843.8022,454674.7135,20825.54,24935.66,7250.96,7003.98,26151.92,180986.7758,193801.1381,482481.6673,492175.22,1402072.973,209125.5152,16095.64,2949.78,119329.6622,20825.54,443879.8963,2748042.542,21850.74,7353.48,284890.7776,149428.8087,304477.3256,236294.3847,23453.78
7/10/2023,796493.5143,677065.2196,149960.2334,616167.274,24194.72,5582.68,3741.98,19231.82,660133.4098,192937.048,18048.18,14310.86,249086.32,211448.8048,256940.0044,17162.78,14105.82,8355.38,7702.98,23323.3,272206.0829,281328.1133,19800.34,443459.5381,290547.5213,24935.66,7250.96,50975.13454,321942.2174,17516.94,390574.736,1119102.519,95259.72,232177.496,23523.68,16095.64,2949.78,131894.4957,20825.54,570113.2525,1896810.128,21850.74,7353.48,239140.7616,20024.02,114720.7332,242283.0812,23453.78
7/11/2023,17172.1,891781.4896,17293.26,771836.1425,276303.7024,5582.68,3741.98,19231.82,18281.18,253636.344,339305.784,321278.807,551548.28,21510.56,144494.8335,17162.78,14105.82,8355.38,7702.98,1166165,349616.9334,16505.72,19800.34,490131.9218,262870.3787,24935.66,7250.96,7003.98,26151.92,17516.94,17400.44,19940.14,15876.62,19828.3,23523.68,16095.64,2949.78,13420.8,262869.4936,15396.64,38869.06,21850.74,7353.48,15508.48,20024.02,11673.3,281539.7544,311241.0421
7/12/2023,17172.1,1753178.601,17293.26,1241785.85,24194.72,5582.68,3741.98,19231.82,18281.18,279650.328,961967.994,14310.86,1209847.84,949045.9072,15075.1,17162.78,14105.82,8355.38,7702.98,23323.3,1078257.15,16505.72,19800.34,1147858.824,873935.4559,24935.66,7250.96,7003.98,2844409.133,17516.94,17400.44,560658.2384,15876.62,355307.2734,179956.152,16095.64,2949.78,13420.8,402274.7712,15396.64,3537084.46,21850.74,7353.48,15508.48,20024.02,11673.3,399680.2286,453042.596
7/13/2023,17172.1,166607.6718,17293.26,1338613.913,467345.2115,5582.68,3741.98,19231.82,18281.18,450909.056,415108.14,382672.3964,320253.84,271463.2672,210327.7952,17162.78,14105.82,8355.38,7702.98,212638.5261,206695.7493,16505.72,262750.5118,850052.7816,237827.6668,588481.576,7250.96,7003.98,1183028.809,291184.0936,17400.44,972363.4875,317532.4,19828.3,262053.7952,146739.765,2949.78,13420.8,556964.025,15396.64,38869.06,371462.58,7353.48,15508.48,20024.02,11673.3,198319.9067,785722.7384
7/14/2023,17172.1,1545552.02,174258.993,1305526.769,941876.2549,5582.68,3741.98,19231.82,175133.7044,21678.32,18048.18,14310.86,569340.16,1023042.234,155755.9332,17162.78,14105.82,8355.38,7702.98,23323.3,349616.9334,16505.72,329141.0518,1091811.704,1120711.857,1370463.874,7250.96,7003.98,2354468.995,17516.94,17400.44,1073064.016,142889.58,1509030.789,23523.68,16095.64,2949.78,854383.3995,20825.54,15396.64,2580905.584,655522.2,7353.48,15508.48,20024.02,96284.18466,303492.5498,553471.682
7/15/2023,352518.0813,1706123.567,1153116.64,2002022.549,377138.417,5786.34,3878.49,19933.41,284979.2736,164024.868,1229022.963,773537.2995,1143338.28,476004.228,724736.6942,977616.9122,14620.41,8660.19,7983.99,412024.2126,1207698.496,330462.438,1188673.046,561513.9153,438351.5046,1846907.282,7515.48,7259.49,1743814.366,18155.97,216534.067,1159928.147,362027.82,1453221.558,201150.18,16682.82,3057.39,13910.4,654238.6331,495947.2431,2940953.19,430309.53,7621.74,16074.24,136661.9729,12099.15,1070623.121,835027.5465
